,Date,HomeTeam,AwayTeam,FTR,TipicoH,TipicoD,TipicoA
0,07/08/09,Wolfsburg,Stuttgart,H,"1,95","3,4","3,9"
1,08/08/09,Dortmund,FC Koln,H,"1,6","3,8",6
2,08/08/09,Hertha,Hannover,H,"1,85","3,4","4,5"
3,08/08/09,Hoffenheim,Bayern Munich,D,"3,8","3,4",2
4,08/08/09,Mainz,Leverkusen,D,"3,7","3,4",2
5,08/08/09,Nurnberg,Schalke 04,A,"3,4","3,2","2,2"
6,08/08/09,Werder Bremen,Ein Frankfurt,A,"1,45","4,2","7,5"
7,09/08/09,Bochum,M'gladbach,D,"2,15","3,3","3,4"
8,09/08/09,Freiburg,Hamburg,D,"3,6","3,3","2,1"
9,15/08/09,Bayern Munich,Werder Bremen,D,"1,6","3,8","5,8"
10,15/08/09,Ein Frankfurt,Nurnberg,D,"2,1","3,3","3,6"
11,15/08/09,FC Koln,Wolfsburg,A,"4,5","3,5","1,8"
12,15/08/09,Hamburg,Dortmund,H,"2,15","3,3","3,5"
13,15/08/09,Hannover,Mainz,D,"1,85","3,5","4,2"
14,15/08/09,Leverkusen,Hoffenheim,H,2,"3,4","3,7"
15,15/08/09,Stuttgart,Freiburg,H,"1,45","4,2","7,5"
16,16/08/09,M'gladbach,Hertha,H,"2,4","3,2",3
17,16/08/09,Schalke 04,Bochum,H,"1,45","4,2","7,5"
18,21/08/09,Hoffenheim,Schalke 04,D,"2,6","3,3","2,7"
19,22/08/09,Dortmund,Stuttgart,D,"2,2","3,4","3,2"
20,22/08/09,FC Koln,Ein Frankfurt,D,"2,2","3,3","3,3"
21,22/08/09,Freiburg,Leverkusen,A,"3,4","3,3","2,15"
22,22/08/09,Mainz,Bayern Munich,H,"7,5","4,3","1,45"
23,22/08/09,Nurnberg,Hannover,A,"1,95","3,4",4
24,23/08/09,Bochum,Hertha,H,"2,4","3,3","2,9"
25,23/08/09,Werder Bremen,M'gladbach,H,"1,4","4,5",8
26,23/08/09,Wolfsburg,Hamburg,A,"1,85","3,4","4,5"
27,28/08/09,M'gladbach,Mainz,H,2,"3,4","3,7"
28,29/08/09,Bayern Munich,Wolfsburg,H,"1,7","3,8","4,8"
29,29/08/09,Ein Frankfurt,Dortmund,D,"2,9","3,3","2,4"
30,29/08/09,Hannover,Hoffenheim,A,"2,8","3,3","2,5"
31,29/08/09,Leverkusen,Bochum,H,"1,4","4,3","8,5"
32,29/08/09,Schalke 04,Freiburg,A,"1,35","4,7",9
33,29/08/09,Stuttgart,Nurnberg,D,"1,5",4,7
34,30/08/09,Hamburg,FC Koln,H,"1,35","4,7",9
35,30/08/09,Hertha,Werder Bremen,A,"3,4","3,4","2,1"
36,12/09/09,Dortmund,Bayern Munich,A,"4,2","3,6","1,8"
37,12/09/09,Freiburg,Ein Frankfurt,A,"2,15","3,3","3,4"
38,12/09/09,Hamburg,Stuttgart,H,"1,75","3,7","4,5"
39,12/09/09,Hoffenheim,Bochum,H,"1,55","3,8","6,5"
40,12/09/09,Mainz,Hertha,H,"2,4","3,3","2,9"
41,12/09/09,Nurnberg,M'gladbach,H,2,"3,4","3,8"
42,12/09/09,Wolfsburg,Leverkusen,A,"2,1","3,3","3,6"
43,13/09/09,FC Koln,Schalke 04,A,"3,7","3,4",2
44,13/09/09,Werder Bremen,Hannover,D,"1,3","5,2",10
45,18/09/09,Schalke 04,Wolfsburg,A,"2,15","3,4","3,3"
46,19/09/09,Bayern Munich,Nurnberg,H,"1,2",6,15
47,19/09/09,Bochum,Mainz,A,"2,15","3,4","3,3"
48,19/09/09,Hannover,Dortmund,D,"2,8","3,3","2,5"
49,19/09/09,M'gladbach,Hoffenheim,A,"3,1","3,3","2,3"
50,19/09/09,Stuttgart,FC Koln,A,"1,55",4,"6,3"
51,20/09/09,Ein Frankfurt,Hamburg,D,"3,7","3,4",2
52,20/09/09,Hertha,Freiburg,A,"1,95","3,5","3,8"
53,20/09/09,Leverkusen,Werder Bremen,D,"2,2","3,4","3,2"
54,25/09/09,Nurnberg,Bochum,A,"1,85","3,5","4,2"
55,26/09/09,Dortmund,Schalke 04,A,"2,5","3,2","2,9"
56,26/09/09,Ein Frankfurt,Stuttgart,A,"2,7","3,2","2,7"
57,26/09/09,FC Koln,Leverkusen,A,"3,6","3,5",2
58,26/09/09,Hamburg,Bayern Munich,H,"3,2","3,4","2,2"
59,26/09/09,Werder Bremen,Mainz,H,"1,35","4,7",9
60,26/09/09,Wolfsburg,Hannover,H,"1,4","4,3","8,5"
61,27/09/09,Freiburg,M'gladbach,H,2,"3,4","3,7"
62,27/09/09,Hoffenheim,Hertha,H,"1,4","4,5",8
63,02/10/09,Schalke 04,Ein Frankfurt,H,"1,45","4,3","7,2"
64,03/10/09,Bayern Munich,FC Koln,D,"1,22",6,14
65,03/10/09,Bochum,Wolfsburg,D,"4,2","3,7","1,8"
66,03/10/09,Hannover,Freiburg,H,"2,15","3,4","3,3"
67,03/10/09,Leverkusen,Nurnberg,H,"1,37","4,8",8
68,03/10/09,Mainz,Hoffenheim,H,"4,3","3,7","1,8"
69,03/10/09,M'gladbach,Dortmund,A,"2,9","3,3","2,4"
70,04/10/09,Hertha,Hamburg,A,5,"3,7","1,7"
71,04/10/09,Stuttgart,Werder Bremen,A,"2,6","3,4","2,6"
72,17/10/09,Ein Frankfurt,Hannover,H,"2,2","3,3","3,3"
73,17/10/09,FC Koln,Mainz,H,"2,1","3,3","3,6"
74,17/10/09,Freiburg,Bayern Munich,A,"6,5","3,8","1,55"
75,17/10/09,Hamburg,Leverkusen,D,"2,2","3,4","3,2"
76,17/10/09,Nurnberg,Hertha,H,"2,25","3,3","3,2"
77,17/10/09,Stuttgart,Schalke 04,A,"2,5","3,3","2,8"
78,17/10/09,Werder Bremen,Hoffenheim,H,"1,8","3,6","4,4"
79,18/10/09,Dortmund,Bochum,H,"1,6","3,7",6
80,18/10/09,Wolfsburg,M'gladbach,H,"1,35","4,7",9
81,23/10/09,Leverkusen,Dortmund,D,"1,75","3,6","4,8"
82,24/10/09,Bayern Munich,Ein Frankfurt,H,"1,25","5,5",12
83,24/10/09,Hannover,Stuttgart,H,"2,8","3,3","2,5"
84,24/10/09,Hoffenheim,Nurnberg,H,"1,45","4,3","7,3"
85,24/10/09,Mainz,Freiburg,H,"2,2","3,4","3,2"
86,24/10/09,M'gladbach,FC Koln,D,"2,15","3,3","3,3"
87,25/10/09,Bochum,Werder Bremen,A,"5,5","3,8","1,6"
88,25/10/09,Hertha,Wolfsburg,D,"4,6","3,7","1,75"
89,25/10/09,Schalke 04,Hamburg,D,"2,15","3,2","3,5"
90,30/10/09,Dortmund,Hertha,H,"1,5","3,8","5,8"
91,31/10/09,FC Koln,Hannover,A,"2,05","3,3","3,7"
92,31/10/09,Hamburg,M'gladbach,A,"1,35","4,5",10
93,31/10/09,Nurnberg,Werder Bremen,D,"4,8","3,7","1,7"
94,31/10/09,Schalke 04,Leverkusen,D,"2,35","3,2","3,1"
95,31/10/09,Stuttgart,Bayern Munich,D,"4,1","3,5","1,85"
96,31/10/09,Wolfsburg,Mainz,D,"1,45","4,2","7,5"
97,01/11/09,Ein Frankfurt,Bochum,H,"1,9","3,4","4,2"
98,01/11/09,Freiburg,Hoffenheim,A,"3,8","3,5","1,95"
99,06/11/09,Leverkusen,Ein Frankfurt,H,"1,45","4,2","7,5"
100,07/11/09,Bayern Munich,Schalke 04,D,"1,7","3,7",5
101,07/11/09,Bochum,Freiburg,A,"2,5","3,4","2,7"
102,07/11/09,Hoffenheim,Wolfsburg,A,"2,1","3,3","3,5"
103,07/11/09,Mainz,Nurnberg,H,"2,1","3,3","3,5"
104,07/11/09,M'gladbach,Stuttgart,D,3,"3,4","2,3"
105,08/11/09,Hannover,Hamburg,D,"3,4","3,3","2,15"
106,08/11/09,Hertha,FC Koln,A,2,"3,4","3,7"
107,08/11/09,Werder Bremen,Dortmund,D,"1,65","3,7","5,5"
108,21/11/09,Dortmund,Mainz,D,"1,65","3,8","5,3"
109,21/11/09,Ein Frankfurt,M'gladbach,A,"2,1","3,3","3,5"
110,21/11/09,FC Koln,Hoffenheim,A,"3,6","3,5",2
111,21/11/09,Freiburg,Werder Bremen,A,"4,5","3,5","1,8"
112,21/11/09,Schalke 04,Hannover,H,"1,45","4,4",7
113,21/11/09,Stuttgart,Hertha,D,"1,55",4,6
114,21/11/09,Wolfsburg,Nurnberg,A,"1,45","4,2","7,5"
115,22/11/09,Bayern Munich,Leverkusen,D,"1,8","3,6","4,4"
116,22/11/09,Hamburg,Bochum,A,"1,4","4,5",8
117,27/11/09,Bochum,FC Koln,D,"2,15","3,4","3,3"
118,28/11/09,Hertha,Ein Frankfurt,A,2,"3,4","3,7"
119,28/11/09,Hoffenheim,Dortmund,A,"1,7","3,7",5
120,28/11/09,Mainz,Hamburg,D,"2,9","3,3","2,4"
121,28/11/09,M'gladbach,Schalke 04,H,"3,6","3,3","2,1"
122,28/11/09,Nurnberg,Freiburg,A,"1,9","3,4","4,2"
123,28/11/09,Werder Bremen,Wolfsburg,D,"1,65",4,5
124,29/11/09,Hannover,Bayern Munich,A,5,"3,7","1,7"
125,29/11/09,Leverkusen,Stuttgart,H,"1,7","3,6","4,8"
126,04/12/09,Bayern Munich,M'gladbach,H,"1,25","5,5",12
127,05/12/09,Dortmund,Nurnberg,H,"1,65","3,7","5,5"
128,05/12/09,Ein Frankfurt,Mainz,H,"2,2","3,2","3,4"
129,05/12/09,Hamburg,Hoffenheim,D,"2,25","3,4","3,1"
130,05/12/09,Hannover,Leverkusen,D,"4,5","3,4","1,8"
131,05/12/09,Stuttgart,Bochum,D,"1,45","4,3","7,5"
132,05/12/09,Wolfsburg,Freiburg,D,"1,4","4,8","7,5"
133,06/12/09,FC Koln,Werder Bremen,D,"5,5",4,"1,6"
134,06/12/09,Schalke 04,Hertha,H,"1,4","4,3","8,5"
135,11/12/09,Hertha,Leverkusen,D,5,"3,7","1,7"
136,12/12/09,Bochum,Bayern Munich,A,"8,5","4,3","1,4"
137,12/12/09,Freiburg,FC Koln,D,"2,3","3,2","3,2"
138,12/12/09,Hoffenheim,Ein Frankfurt,D,"1,5",4,7
139,12/12/09,M'gladbach,Hannover,H,"2,1","3,3","3,6"
140,12/12/09,Nurnberg,Hamburg,A,"3,5","3,3","2,1"
141,12/12/09,Werder Bremen,Schalke 04,A,"1,8","3,5","4,5"
142,13/12/09,Mainz,Stuttgart,D,"2,8","3,5","2,4"
143,13/12/09,Wolfsburg,Dortmund,A,2,"3,4","3,7"
144,18/12/09,Schalke 04,Mainz,H,"1,45",4,"7,5"
145,19/12/09,Bayern Munich,Hertha,H,"1,17",7,15
146,19/12/09,Dortmund,Freiburg,H,"1,45","4,3","7,5"
147,19/12/09,Ein Frankfurt,Wolfsburg,D,3,"3,4","2,3"
148,19/12/09,Hannover,Bochum,A,"1,8","3,5","4,5"
149,19/12/09,Leverkusen,M'gladbach,H,"1,4","4,5","7,5"
150,19/12/09,Stuttgart,Hoffenheim,H,"2,1","3,4","3,4"
151,20/12/09,FC Koln,Nurnberg,H,"2,15","3,2","3,5"
152,20/12/09,Hamburg,Werder Bremen,H,"2,6","3,2","2,8"
153,15/01/10,Bayern Munich,Hoffenheim,H,"1,42","4,2","8,5"
154,16/01/10,Ein Frankfurt,Werder Bremen,H,"4,2","3,4","1,9"
155,16/01/10,Hamburg,Freiburg,H,"1,4","4,3","8,5"
156,16/01/10,Hannover,Hertha,A,"2,2","3,4","3,2"
157,16/01/10,Leverkusen,Mainz,H,"1,42","4,2","8,5"
158,16/01/10,M'gladbach,Bochum,A,"1,85","3,5","4,2"
159,16/01/10,Stuttgart,Wolfsburg,H,"2,2","3,3","3,3"
160,17/01/10,FC Koln,Dortmund,A,"3,3","3,3","2,2"
161,17/01/10,Schalke 04,Nurnberg,H,"1,35","4,7",9
162,22/01/10,Freiburg,Stuttgart,A,"3,8","3,4",2
163,23/01/10,Bochum,Schalke 04,D,"4,3","3,4","1,9"
164,23/01/10,Dortmund,Hamburg,H,"2,5","3,3","2,8"
165,23/01/10,Hertha,M'gladbach,D,"1,9","3,5",4
166,23/01/10,Mainz,Hannover,H,2,"3,4","3,8"
167,23/01/10,Nurnberg,Ein Frankfurt,D,"2,25","3,4","3,1"
168,23/01/10,Werder Bremen,Bayern Munich,A,3,"3,5","2,25"
169,24/01/10,Hoffenheim,Leverkusen,A,3,"3,4","2,3"
170,24/01/10,Wolfsburg,FC Koln,A,"1,5",4,7
171,29/01/10,Hamburg,Wolfsburg,D,"1,8","3,5","4,5"
172,30/01/10,Bayern Munich,Mainz,H,"1,2","6,5",14
173,30/01/10,Ein Frankfurt,FC Koln,A,"2,1","3,3","3,6"
174,30/01/10,Hannover,Nurnberg,A,"2,15","3,2","3,6"
175,30/01/10,Hertha,Bochum,D,"1,85","3,5","4,3"
176,30/01/10,M'gladbach,Werder Bremen,H,"3,8","3,5","1,95"
177,30/01/10,Schalke 04,Hoffenheim,H,"1,7","3,6","5,2"
178,31/01/10,Leverkusen,Freiburg,H,"1,25","5,5",12
179,31/01/10,Stuttgart,Dortmund,H,"2,2","3,3","3,3"
180,05/02/10,Werder Bremen,Hertha,H,"1,47","4,2",7
181,06/02/10,Bochum,Leverkusen,D,"5,5",4,"1,6"
182,06/02/10,FC Koln,Hamburg,D,"3,6","3,4","2,1"
183,06/02/10,Freiburg,Schalke 04,D,"4,8","3,6","1,75"
184,06/02/10,Hoffenheim,Hannover,H,"1,55","3,8","6,5"
185,06/02/10,Nurnberg,Stuttgart,A,"3,6","3,2","2,15"
186,06/02/10,Wolfsburg,Bayern Munich,A,"4,8","3,8","1,7"
187,07/02/10,Dortmund,Ein Frankfurt,A,"1,6","3,7",6
188,07/02/10,Mainz,M'gladbach,H,"2,3","3,3",3
189,12/02/10,M'gladbach,Nurnberg,H,"2,05","3,3","3,7"
190,13/02/10,Bayern Munich,Dortmund,H,"1,35","4,7",9
191,13/02/10,Bochum,Hoffenheim,H,"3,1","3,3","2,3"
192,13/02/10,Hannover,Werder Bremen,A,"4,7","3,8","1,7"
193,13/02/10,Hertha,Mainz,D,"1,95","3,4",4
194,13/02/10,Leverkusen,Wolfsburg,H,"1,55","4,3","5,5"
195,13/02/10,Stuttgart,Hamburg,A,"2,2","3,3","3,3"
196,14/02/10,Ein Frankfurt,Freiburg,H,"1,8","3,4","4,8"
197,14/02/10,Schalke 04,FC Koln,H,"1,5",4,7
198,19/02/10,Hoffenheim,M'gladbach,D,"1,8","3,5","4,5"
199,20/02/10,Dortmund,Hannover,H,"1,42","4,3",8
200,20/02/10,FC Koln,Stuttgart,A,"3,2","3,3","2,25"
201,20/02/10,Hamburg,Ein Frankfurt,D,"1,5",4,7
202,20/02/10,Mainz,Bochum,D,"2,1","3,2","3,7"
203,20/02/10,Nurnberg,Bayern Munich,D,"8,5","4,8","1,35"
204,21/02/10,Freiburg,Hertha,A,"2,6","3,3","2,7"
205,21/02/10,Werder Bremen,Leverkusen,D,"2,25","3,4","3,1"
206,21/02/10,Wolfsburg,Schalke 04,H,"2,5","3,4","2,7"
207,26/02/10,Schalke 04,Dortmund,H,2,"3,2",4
208,27/02/10,Bochum,Nurnberg,D,"2,15","3,3","3,5"
209,27/02/10,Hertha,Hoffenheim,A,"2,5","3,3","2,8"
210,27/02/10,Leverkusen,FC Koln,D,"1,35","4,7",9
211,27/02/10,Mainz,Werder Bremen,A,"3,8","3,4","1,95"
212,27/02/10,M'gladbach,Freiburg,D,"1,7","3,6","5,2"
213,27/02/10,Stuttgart,Ein Frankfurt,H,"1,6","3,8","5,8"
214,28/02/10,Bayern Munich,Hamburg,H,"1,45","4,2","7,5"
215,28/02/10,Hannover,Wolfsburg,A,"4,2","3,6","1,85"
216,06/03/10,Dortmund,M'gladbach,H,"1,7","3,5","5,5"
217,06/03/10,Ein Frankfurt,Schalke 04,A,"3,2","3,3","2,25"
218,06/03/10,FC Koln,Bayern Munich,D,"7,5","4,3","1,45"
219,06/03/10,Freiburg,Hannover,A,"2,3","3,4",3
220,06/03/10,Hamburg,Hertha,H,"1,45","4,3","7,5"
221,06/03/10,Werder Bremen,Stuttgart,D,"2,05","3,4","3,6"
222,06/03/10,Wolfsburg,Bochum,H,"1,5",4,7
223,07/03/10,Hoffenheim,Mainz,A,"1,6","3,8","5,8"
224,07/03/10,Nurnberg,Leverkusen,H,5,"3,7","1,7"
225,12/03/10,Schalke 04,Stuttgart,H,2,"3,4","3,7"
226,13/03/10,Bayern Munich,Freiburg,H,"1,15",7,20
227,13/03/10,Bochum,Dortmund,A,4,"3,4","1,95"
228,13/03/10,Hannover,Ein Frankfurt,H,"2,4","3,3","2,9"
229,13/03/10,Hertha,Nurnberg,A,2,"3,4","3,7"
230,13/03/10,Mainz,FC Koln,H,"2,2","3,3","3,3"
231,13/03/10,M'gladbach,Wolfsburg,A,"2,5","3,4","2,7"
232,14/03/10,Hoffenheim,Werder Bremen,A,"2,8","3,3","2,5"
233,14/03/10,Leverkusen,Hamburg,H,"2,1","3,3","3,5"
234,19/03/10,FC Koln,M'gladbach,D,"2,25","3,2","3,3"
235,20/03/10,Dortmund,Leverkusen,H,"2,7","3,3","2,6"
236,20/03/10,Ein Frankfurt,Bayern Munich,H,"7,5","4,2","1,45"
237,20/03/10,Freiburg,Mainz,H,"2,4","3,3","2,9"
238,20/03/10,Nurnberg,Hoffenheim,D,"2,6","3,3","2,7"
239,20/03/10,Stuttgart,Hannover,H,"1,45","4,2","7,5"
240,20/03/10,Werder Bremen,Bochum,H,"1,37","4,5",9
241,21/03/10,Hamburg,Schalke 04,D,"2,35","3,3",3
242,21/03/10,Wolfsburg,Hertha,A,"1,5",4,"6,5"
243,26/03/10,Bochum,Ein Frankfurt,A,"2,4","3,3","2,9"
244,27/03/10,Bayern Munich,Stuttgart,A,"1,6","3,8",6
245,27/03/10,Hannover,FC Koln,A,"2,2","3,3","3,3"
246,27/03/10,Hertha,Dortmund,D,"3,2","3,4","2,2"
247,27/03/10,Leverkusen,Schalke 04,A,"2,15","3,3","3,4"
248,27/03/10,Mainz,Wolfsburg,A,"2,8","3,3","2,5"
249,27/03/10,Werder Bremen,Nurnberg,H,"1,4","4,5",8
250,28/03/10,Hoffenheim,Freiburg,D,"1,65","3,7","5,5"
251,28/03/10,M'gladbach,Hamburg,H,"3,3","3,3","2,2"
252,03/04/10,Dortmund,Werder Bremen,H,"2,45","3,3","2,9"
253,03/04/10,Ein Frankfurt,Leverkusen,H,"3,4","3,3","2,15"
254,03/04/10,FC Koln,Hertha,A,"2,4","3,3","2,9"
255,03/04/10,Freiburg,Bochum,D,2,"3,4","3,6"
256,03/04/10,Nurnberg,Mainz,H,2,"3,4","3,7"
257,03/04/10,Schalke 04,Bayern Munich,A,"2,7","3,3","2,7"
258,03/04/10,Stuttgart,M'gladbach,H,"1,45","4,2","7,5"
259,04/04/10,Hamburg,Hannover,D,"1,45","4,3","7,5"
260,04/04/10,Wolfsburg,Hoffenheim,H,"1,85","3,5","4,2"
261,09/04/10,M'gladbach,Ein Frankfurt,H,"2,4","3,3","2,9"
262,10/04/10,Hannover,Schalke 04,H,5,"3,7","1,7"
263,10/04/10,Hertha,Stuttgart,A,"2,7","3,3","2,6"
264,10/04/10,Hoffenheim,FC Koln,A,"1,75","3,6","4,7"
265,10/04/10,Leverkusen,Bayern Munich,D,"3,2","3,4","2,2"
266,10/04/10,Mainz,Dortmund,H,4,"3,5","1,9"
267,10/04/10,Werder Bremen,Freiburg,H,"1,33",5,9
268,11/04/10,Bochum,Hamburg,A,"3,6","3,4","2,05"
269,11/04/10,Nurnberg,Wolfsburg,A,"2,7","3,3","2,6"
270,16/04/10,FC Koln,Bochum,H,"2,2","3,2","3,4"
271,17/04/10,Bayern Munich,Hannover,H,"1,17",7,15
272,17/04/10,Freiburg,Nurnberg,H,"2,35","3,2","3,1"
273,17/04/10,Hamburg,Mainz,A,"1,45","4,3","7,5"
274,17/04/10,Schalke 04,M'gladbach,H,"1,35","4,7",9
275,17/04/10,Stuttgart,Leverkusen,H,"2,2","3,3","3,3"
276,17/04/10,Wolfsburg,Werder Bremen,A,"2,9","3,5","2,35"
277,18/04/10,Dortmund,Hoffenheim,D,"1,5","4,2","6,3"
278,18/04/10,Ein Frankfurt,Hertha,D,"2,35","3,4","2,9"
279,23/04/10,Bochum,Stuttgart,A,"4,5","3,6","1,8"
280,24/04/10,Hertha,Schalke 04,A,"3,7","3,7","1,9"
281,24/04/10,Leverkusen,Hannover,H,"1,3","5,5",10
282,24/04/10,Mainz,Ein Frankfurt,D,"2,3","3,2","3,2"
283,24/04/10,M'gladbach,Bayern Munich,D,7,4,"1,5"
284,24/04/10,Nurnberg,Dortmund,A,"3,2","3,3","2,25"
285,24/04/10,Werder Bremen,FC Koln,H,"1,27","5,5",11
286,25/04/10,Freiburg,Wolfsburg,H,"2,9","3,5","2,35"
287,25/04/10,Hoffenheim,Hamburg,H,"2,5","3,3","2,8"
288,01/05/10,Bayern Munich,Bochum,H,"1,1",9,25
289,01/05/10,Dortmund,Wolfsburg,D,"1,6",4,"5,5"
290,01/05/10,Ein Frankfurt,Hoffenheim,A,"2,5","3,3","2,8"
291,01/05/10,FC Koln,Freiburg,D,"2,4","3,2",3
292,01/05/10,Hamburg,Nurnberg,H,"2,1","3,4","3,4"
293,01/05/10,Hannover,M'gladbach,H,"1,8","3,7","4,3"
294,01/05/10,Leverkusen,Hertha,D,"1,35","4,8","8,5"
295,01/05/10,Schalke 04,Werder Bremen,A,"2,2","3,4","3,2"
296,01/05/10,Stuttgart,Mainz,D,"1,3",5,10
297,08/05/10,Bochum,Hannover,A,"2,4","3,4","2,8"
298,08/05/10,Freiburg,Dortmund,H,"3,8","3,5","1,95"
299,08/05/10,Hertha,Bayern Munich,A,"4,8",4,"1,65"
300,08/05/10,Hoffenheim,Stuttgart,D,"2,8","3,5","2,4"
301,08/05/10,Mainz,Schalke 04,D,"3,1","3,3","2,3"
302,08/05/10,M'gladbach,Leverkusen,D,"4,2",4,"1,75"
303,08/05/10,Nurnberg,FC Koln,H,"1,55",4,6
304,08/05/10,Werder Bremen,Hamburg,D,"1,6",4,"5,3"
305,08/05/10,Wolfsburg,Ein Frankfurt,H,"1,6","4,2",5
